,university_name,program_name,tags,duration,tuition,start_date,description,state,city,world_ranking,disciplines,delivered,gpa,gre,toefl,ielts,credits,gpa_yn,university_tier_ranking,gmat_yn,ielts_yn,toefl_yn,gre_yn,fall_start_yn,spring_start_yn,summer_start_yn,desc_len,tuition_per_month
127,Keck Graduate Institute,Human Genetics and Genomic Data Analytics, M.Sc. ,12.0,40990.0,9/3/2021, two yearmaster science human genetics genomic data analytics keck graduate institute prepares graduates translate sequenced patient data actionable clinical recommendations bridge gap research scientists clinical practitioners foundation genetics genomics data analytics,California,Claremont,,Biomedicine,On Campus,,Not Required,0.0,0.0,30.0,0,5,0,1,1,0,1,0,0,271,3415.83
128,The University of Iowa,Business Analytics, M.Sc. ,24.0,33720.0,,learn skills techniquesto turn raw data actionable insights descriptive diagnostic analytics starting points full time business analytics program offered university iowa ,Iowa,Iowa City,161.0,Business Administration,On Campus,,Required,100.0,7.0,30.0,0,2,0,1,1,1,0,0,0,170,1405.0
129,The City University of New York,Data Analytics, M.Sc. ,12.0,855.0,8/27/2020,ms data analytics onlinedegree program the city university new york helps students earn credentials acquire skills needed enter advance fast growing field data science ,New York,New York City,601.0,Data Science & Big Data,On Campus,,Not Required,80.0,6.5,60.0,0,4,0,1,1,0,1,0,0,168,71.25
130,New York University,Data Analytics and Business Computing, M.Sc. ,12.0,58607.0,,master science data analytics business computing new york university seeks prepare pre experience students strong analytical background careers fast growing field business analytics,New York,New York City,28.0,Data Science & Big Data,On Campus,,Required,100.0,7.0,45.0,0,1,1,1,1,1,0,0,0,181,4883.92
133,San Diego State University,Big Data Analytics, M.Sc. ,24.0,8922.0,8/22/2020,san diego state university big data analytics program transdisciplinary program across technology business engineering science social science domains leading master science degree big data analytics san diego state university,California,San Diego,501.0,Business Intelligence & Analytics,On Campus,,Not Required,80.0,6.5,30.0,0,4,0,1,1,0,1,0,0,225,371.75
134,Emory University,Business Analytics, M.Sc. ,10.0,67660.0,8/23/2021,business analytics program emory university  stem credentialedmaster science combines business data technology make effective business data scientist data driven world,Georgia,Atlanta,71.0,Business Intelligence & Analytics,On Campus,3.5,Required,100.0,7.0,34.83512544802868,1,2,1,1,1,1,1,0,0,167,6766.0
135,Johnson & Wales University,Data Analytics, M.Sc. ,24.0,786.0,8/31/2020,fact businesses today rely data position successful career data analytics master level program gain expertise data mining analytics management visualization forecasting modeling optimization simulation master science data analytics program johnson wales university,Rhode Island,Providence,,Data Science & Big Data,Online,,Not Required,80.0,6.5,60.0,0,5,0,1,1,0,1,0,0,264,32.75
136,Oregon State University,Data Analytics, M.Sc. ,24.0,560.0,9/25/2020,whether experienced analytics professional looking change careers become one chart path forward earning master science degree graduate certificate data analytics online oregon state university,Oregon,Corvallis,201.0,Business Intelligence & Analytics,Online,3,Not Required,80.0,6.5,30.0,1,3,0,1,1,0,1,0,0,192,23.33
138,Utah State University,Data Analytics, Master ,12.0,20326.0,8/1/2020,usu master data analytics mdata program trains next generation statisticians business analysts computer scientists meet increased demand analytic professionals program integrates coursework statistics management information systems economics finance computer science,Ohio,Logan,401.0,Data Science & Big Data,nan,,Not Required,79.0,6.0,34.83512544802868,0,3,0,1,1,0,1,0,0,266,1693.83
140,University of Illinois Springfield,Data Analytics, M.Sc. ,24.0,675.0,8/26/2020,degree aims providing interdisciplinary approach data analytics covers foundational mathematical knowledge data science computational methods tools preprocessing interpreting analyzing representing visualizing data sets ,Illinois,Springfield,,Data Science & Big Data,nan,,Not Required,79.0,6.5,34.83512544802868,0,5,0,1,1,0,1,0,0,220,28.12
142,Wittenberg University,Analytics, M.Sc. ,12.0,50844.0,8/20/2020,ready exciting fulfilling career business analytics data sciences analytics program wittenberg universitymakes change agent want turns group think powerful platform success,Tennessee,Springfield,,Statistics,On Campus,,Not Required,79.0,6.5,28.0,0,5,0,1,1,0,1,0,0,172,4237.0
143,Michigan State University,"Computational Mathematics, Science and Engineering", M.Sc. ,24.0,27792.0,9/1/2021,master science degree computational mathematics science engineering michigan state university provides students broad deep knowledge fundamental techniques used computational modeling data science well significant exposure least one application domain,Michigan,East Lansing,84.0,Mathematics,On Campus,3,Not Required,79.0,6.5,34.83512544802868,1,2,0,1,1,0,1,0,0,251,1158.0
144,University of Houston,Statistics and Data Analysis, M.Sc. ,12.0,918.0,8/24/2020,master science statistics data analysis offered department mathematics university houston provides students training statistical analysis data sets well state art data mining techniques ,Texas,Houston,201.0,Statistics,nan,,Required,79.0,6.5,30.0,0,3,0,1,1,1,1,0,0,186,76.5
145,Mississippi State University,Computer Science, M.Sc. ,12.0,15040.0,,computer science mississippi state university study principles applications technologies computing computers involves study data data structures algorithms process structures principles computer architecture hardware software,Mississippi,Starkville,501.0,Computer Sciences,On Campus,,Not Required,79.0,6.5,30.0,0,4,0,1,1,0,0,0,0,225,1253.33
146,University of West Florida,Computer Science, M.Sc. ,24.0,1029.0,8/23/2020,mscs computer science specialization blends foundational modern topics computer science computing technology providing instruction systems networks artificial intelligence data analytics programming languages compiler construction security ,Florida,Pensacola,,Computer Sciences,nan,,Not Required,80.0,6.5,34.83512544802868,0,5,0,1,1,0,1,0,0,240,42.88
148,University of Southern California,Data Informatics, M.Sc. ,12.0,2005.0,1/11/2021,university southern california students data informatics immersed overall field data analytics role analyst data scientist domains informatics skills applied critical organization missions understand data management data visualization data mining artificial intelligence techniques,California,Los Angeles,55.0,Data Science & Big Data,Blended,,Not Required,90.0,6.5,36.0,0,2,0,1,1,0,0,1,0,281,167.08
151,Northern Illinois University,Data Analytics, M.Sc. ,24.0,849.0,4/1/2021,fully online master science data analytics northern illinois university intensive program prepare fastest growing occupations data science program features coursework based latest trends best practices field ,Illinois,DeKalb,671.0,Business Intelligence & Analytics,Online,,Not Required,80.0,6.5,34.83512544802868,0,4,0,1,1,0,0,1,0,208,35.38
156,New Mexico State University,Computer Science, M.Sc. ,12.0,17743.0,8/21/2020,mission computer science department new mexico state university provide formal education core disciplines computer science well prepare graduates research development academic careers ,New Mexico,Las Cruces,601.0,Computer Sciences,On Campus,,Not Required,79.0,6.5,30.0,0,4,0,1,1,0,1,0,0,184,1478.58
157,Oklahoma State University,Management Information Systems, M.Sc. ,24.0,876.0,,master science management information systems program ms mis focuses providing solutions business information data needs,Oklahoma,Stillwater,401.0,"Management, Organisation & Leadership",nan,3,Not Required,89.0,6.5,34.83512544802868,1,3,0,1,1,0,0,0,0,120,36.5
159,University of Maryland,Marketing Analytics, M.Sc. ,10.0,60450.0,8/31/2020,master science marketing analytics university maryland robert h smith school business gives cutting edge skills need position leader marketing analytics applying sophisticated methods analyze big data solve marketing problems,Maryland,College Park,46.0,Marketing,On Campus,,Required,96.0,7.0,36.0,0,1,1,1,1,1,1,0,0,225,6045.0
160,University of Texas at Dallas,Computer Science, M.Sc. ,12.0,18856.0,8/17/2020,ms computer science degree program university texas dallas offers intensive preparation design programming theory applications ,Texas,Richardson,273.0,Computer Sciences,nan,,Not Required,80.0,6.5,34.83512544802868,0,3,0,1,1,0,1,0,0,127,1571.33
163,"""Saint Mary's College of California""",Business Analytics, M.Sc. ,24.0,45100.0,9/3/2020,business analytics program saint mary college californiawill help demystify data equip concrete skills apply everyday decision making data volumes grown exponentially organizations looking talent necessary turn data information,California,Moraga,,Business Intelligence & Analytics,nan,3,Not Required,79.0,6.5,52.0,1,5,0,1,1,0,1,0,0,227,1879.17
164,Boston University,Environmental Health Data Analytics, M.Sc. ,12.0,54720.0,1/18/2021,ms environmental health data analytics program boston university provides foundational knowledge environmental health sciences analytical approaches used inform environmental policy decisions,Massachusetts,Boston,51.0,Health Sciences,On Campus,3,Not Required,100.0,7.0,36.0,1,2,0,1,1,0,0,1,0,191,4560.0
167,University of Illinois at Urbana Champaign,Computer Science, Master ,12.0,27960.0,8/26/2021,online option offered university illinois urbana champaign allows individuals earn master computer science degree leader information technology entirely online required campus visits,Illinois,Urbana,38.0,Computer Sciences,Blended,,Not Required,79.0,6.5,30.0,0,1,0,1,1,0,1,0,0,182,2330.0
168,Shepherd University,Data Analytics and Information Systems, M.Sc. ,12.0,11196.0,8/23/2020,data analytics deep multi faceted subject significant historical context modern relevance future promise science technology business crime governance recreation private lives impacted society increasing capacity generate store transmit digital data,West Virginia,Shepherdstown,,Business Information Systems,nan,,Not Required,0.0,0.0,30.0,0,5,0,1,1,0,1,0,0,248,933.0
169,DePaul University,Computer Science, M.Sc. ,24.0,865.0,,computer science program depaul university premier training ground computing professionals chicago area,Illinois,Chicago,1221.0,Computer Sciences,On Campus,3,Not Required,80.0,6.5,34.83512544802868,1,4,0,1,1,0,0,0,0,103,36.04
170,Villanova University,Analytics, M.Sc. ,24.0,1375.0,8/24/2020,today digital economy ability collect large amounts quantifiable data transform actionable intelligence factor successfully competing global marketplace result data analytics experts high demand perfect time earn master science analytics program villanova university,Mississippi,Philadelphia,1096.0,Economics,Online,,Required,0.0,6.5,33.0,0,4,1,1,1,1,1,0,0,266,57.29
171,Fitchburg State University,"Computer Science, Data Science Concentration", M.Sc. ,24.0,319.0,,master degree program computer science provides opportunity graduate students obtain competitive skills knowledge succeed computer scientists constantly developing high technology marketplace,Massachusetts,Fitchburg,,Computer Sciences,nan,2.75,Not Required,79.0,6.5,36.0,1,5,0,1,1,0,0,0,0,191,13.29
172,Towson University,Computer Science, M.Sc. ,12.0,1104.0,8/31/2020,combining depth study real world experience master program incomputer science towson university prepares meet demands growing changing field information technology,Maryland,Towson,,Computer Sciences,On Campus,2.5,Not Required,80.0,6.5,50.0,1,5,0,1,1,0,1,0,0,163,92.0
173,Yale University,Applied Mathematics, M.Sc. ,12.0,43300.0,8/28/2021,applied mathematics program yale university designed interdisciplinary setting provides environment activities occurring within boundaries many different fields using variety mathematical computational tools,Connecticut,New Haven,8.0,Mathematics,On Campus,,Not Required,100.0,7.0,34.83512544802868,0,1,0,1,1,0,1,0,0,207,3608.33
175,Tufts University,Data Analytics, M.Sc. ,24.0,51288.0,9/1/2020,data analytics fast growing field often key business strategy solution complex questions data analysts sought nearly every field fact recent study ibm predicts demand data professionals increase job openings,Massachusetts,Medford,139.0,Data Science & Big Data,nan,3,Required,90.0,7.0,30.0,1,2,0,1,1,1,1,0,0,207,2137.0
176,Christian Brothers University,Computer Information Systems, M.Sc. ,18.0,625.0,8/17/2020,master science computer information systems mscis christian brothers universitywill prepare students professional success modern emerging areas computer information technology systems ,Tennessee,Memphis,,Informatics & Information Sciences,On Campus,,Not Required,68.0,6.0,32.0,0,5,0,1,1,0,1,0,0,184,34.72
177,Florida State University,Statistics, M.Sc. ,24.0,1110.0,8/24/2020,department statistics florida state university offers two ms degrees statistics ms statistics ms statistics major statistical data science,Florida,Tallahassee,190.0,Statistics,On Campus,3,Not Required,80.0,6.5,34.83512544802868,1,2,0,1,1,0,1,0,0,138,46.25
178,University of Washington,Biostatistics, M.Sc. ,18.0,18978.0,9/30/2020,biostatistics program university washington accelerated program provides rigorous training practical applications driven foundation statistics designed students wish enter job market upon graduation,Washington,Seattle,10.0,Biology,On Campus,,Not Required,120.0,0.0,34.83512544802868,0,1,0,1,1,0,1,0,0,198,1054.33
179,Washington University in St. Louis,Customer Analytics, M.Sc. ,18.0,51826.0,8/27/2020,amount digital information available every type business vast increasing rapidly master science customer analytics msca program positions excel big data moves forefront boardroom,Missouri,Saint Louis,22.0,Statistics,nan,,Not Required,90.0,7.5,32.0,0,1,0,1,1,0,1,0,0,178,2879.22
180,"University of California, Berkeley",Biostatistics, M.A. ,24.0,11442.0,8/18/2021,many issues health medical biological sciences addressed collecting exploring relevant data development application techniques better understand data fundamental concern group biostatistics university california berkeley ,California,Berkeley,4.0,Biology,On Campus,3,Required,80.0,6.5,30.0,1,1,0,1,1,1,1,0,0,221,476.75
184,California State University Fullerton,Information Technology, M.Sc. ,24.0,7176.0,1/19/2021,master science information technology msit degree program professionals interested furthering knowledge areas information technology management data science ,California,Fullerton,759.0,Informatics & Information Sciences,nan,3,Required,0.0,0.0,30.0,1,4,0,1,1,1,0,1,0,157,299.0
185,University of Oklahoma,Management Information Technology, M.Sc. ,24.0,39581.0,,master science management information technology offered university oklahomaprogram emphasizes big data analytics applications business cybersecurity health related areas ,Oklahoma,Norman,401.0,Executive MBA,On Campus,,Required,100.0,7.0,32.0,0,3,0,1,1,1,0,0,0,171,1649.21
186,Massachusetts Institute of Technology (MIT),MBA/MS in Electrical Engineering and Computer Science, M.Sc. ,12.0,26725.0,9/2/2021,massachusetts institute technology mit mba ms electrical engineering computer science eecs department offers depth education principles built mathematics computation physical sciences researchers make breakthroughs variety topics including product design data science robotics hardware design,Massachusetts,Cambridge,1.0,Electrical Engineering,On Campus,3,Not Required,90.0,0.0,30.0,1,1,0,1,1,0,1,0,0,292,2227.08
187,Creighton University,Analytics, M.Sc. ,24.0,1203.0,8/21/2020,data drives way successful businesses operate looking bolster analytical skills use business intelligence affect decisions progress organization consider online master science analytics program creighton university,Nebraska,Omaha,601.0,Business Intelligence & Analytics,Online,,Not Required,90.0,6.5,40.0,0,4,0,1,1,0,1,0,0,214,50.12
188,University of Chicago,Marketing Analytics, M.B.A. ,12.0,7200.0,9/29/2020,analytical skills arguably essential tools success today data driven business world marketing analytics support university chicago efforts teach students glean insights marketing data quantify consumer behavior effects marketing tools devise optimized marketing decisions strategies,Illinois,Chicago,9.0,Marketing,On Campus,3,Not Required,100.0,7.0,34.83512544802868,1,1,0,1,1,0,1,0,0,282,600.0
189,Arizona State University,Program Evaluation and Data Analytics, M.Sc. ,12.0,25200.0,8/20/2020,ms program evaluation data analyticsis professional degree program arizona state university emphasizes skills needed leverage data improve organizational performance public nonprofit private sectors,Arizona,Phoenix,101.0,Public Policy,Blended,,Not Required,80.0,6.5,33.0,0,2,0,1,1,0,1,0,0,198,2100.0
190,University of Nebraska-Lincoln,Computer Science, M.Sc. ,12.0,960.0,1/13/2021,computer science engineering department university nebraska lincoln offers graduate programs computer science computer engineering leading master doctoral degrees graduate programs increase students breadth knowledge develop depth expertise subfield computer science engineering ,Nebraska,Lincoln,201.0,Computer Sciences,On Campus,3,Not Required,79.0,6.5,128.0,1,3,0,1,1,0,0,1,0,279,80.0
191,Georgia State University,Analytics, M.Sc. ,12.0,1563.0,8/26/2020,master science analytics program administered robinson institute insight collaborative community graduate students faculty members researchers entrepreneurs industry partners focused preparing students walk confidently fast changing world big data analytics,Georgia,Atlanta,401.0,Business Intelligence & Analytics,On Campus,,Required,90.0,6.5,30.0,0,3,1,1,1,1,1,0,0,257,130.25
193,New England College,Data Analytics and Business Statistics, M.Sc. ,24.0,23020.0,8/27/2020,growth digital age businesses organizations access unprecedented amounts data order turn data competitive advantage businesses must develop effective methods analyze interpret vast amounts information ,New Hampshire,Weare,,Statistics,On Campus,,Not Required,61.0,5.5,30.0,0,5,0,1,1,0,1,0,0,201,959.17
195,University of Cincinnati,Computer Science, M.Sc. ,24.0,12790.0,8/24/2020,master science computer science program university cincinnati five possible research groups includingdata knowledge management experimental computer systems intelligent systems internet computing information science quantum computing,Ohio,Cincinnati,196.0,Computer Sciences,On Campus,3,Required,92.0,6.5,30.0,1,3,0,1,1,1,1,0,0,233,532.92
197,University of Southern California,Accounting with Data and Analytics, Master ,12.0,57256.0,8/24/2021,master accounting data analytics macc offered university southern california delivers firm foundation accounting audit financial reporting focus data analytics enabling capabilities ,California,Los Angeles,55.0,Accounting,On Campus,3,Not Required,90.0,6.5,34.83512544802868,1,2,0,1,1,0,1,0,0,182,4771.33
199,Arizona State University,Business Analytics, M.Sc. ,9.0,55488.0,,forefront big data master science business analytics ms ba degree arizona state university explosion big data impacts every part global economy making business analytics specialists one fastest growing careers economy,Arizona,Tempe Junction,101.0,Business Intelligence & Analytics,On Campus,,Not Required,80.0,6.5,30.0,0,2,0,1,1,0,0,0,0,217,6165.33
200,"""Saint Mary's University of Minnesota""",Data Intelligence and GeoAnalytics, M.Sc. ,24.0,650.0,8/31/2020,saint mary university minnesota long leader providing students educational foundation field experience necessary successful careers leadership positions data intelligence geoanalytics,Mississippi,Winona,,Geographical Information Systems (GIS),Blended,,Not Required,72.0,6.0,46.0,0,5,0,1,1,0,1,0,0,183,27.08
202,University of Cincinnati,Environmental Health - Biostatistics, M.Sc. ,30.0,12790.0,8/24/2020,housed university cincinnati department environmental health collaborations throughout college medicine cincinnati children hospital medical center division biostatistics bioinformatics offers exciting training research opportunities biomedical data sciences,Ohio,Cincinnati,196.0,Biology,On Campus,3,Required,80.0,6.5,34.83512544802868,1,3,1,1,1,1,1,0,0,258,426.33
204,West Virginia University,Data Marketing Communications, M.Sc. ,24.0,820.0,8/19/2020,master science data marketing communications dmc program west virginia universityoffered wvu reed college media exclusively online ,West Virginia,Morgantown,401.0,Communication Sciences,Online,3,Not Required,79.0,6.5,30.0,1,3,0,1,1,0,1,0,0,131,34.17
205,Clarion University of Pennsylvania,Applied Data Analytics, M.Sc. ,3.0,774.0,8/26/2020,online program geared toward working professionals busy adults domain knowledge undergraduate field students take one online course time prerequisite structure accumulate apply necessary skills solve big data problems,Pennsylvania,Clarion,,Data Science & Big Data,On Campus,,Required,0.0,0.0,30.0,0,5,1,1,1,1,1,0,0,217,258.0
206,New York University,Biostatistics, M.Sc. ,24.0,21588.0,9/2/2021,masterof science biostatistics program new york universitywill train students biostatistical methods study design data analysis statistical reporting scientific lay audiences ,New York,New York City,28.0,Statistics,On Campus,3,Required,100.0,7.0,32.0,1,1,0,1,1,1,1,0,0,175,899.5
207,Georgia Southern University,Information Technology, M.Sc. ,12.0,28610.0,8/19/2020,georgia southern master science information technology degree program prepares professionals advanced knowledge skills needed configure implement secure manage systems networks data support every sector economy ,Georgia,Statesboro,,Computer Sciences,On Campus,2.75,Required,69.0,6.0,43.0,1,5,0,1,1,1,1,0,0,211,2384.17
210,Yale University,Computer Science and Mathematics, M.Sc. ,12.0,43300.0,8/28/2021,computer science mathematics interdepartmental program yale university students interested computational mathematics use computers mathematics mathematical aspects algorithm design analysis theoretical foundations computing,Connecticut,New Haven,8.0,Mathematics,On Campus,3,Not Required,100.0,7.0,30.0,1,1,0,1,1,0,1,0,0,223,3608.33
211,University of Chicago,Computer Science, M.Sc. ,12.0,6154.0,9/29/2020,masters program computer science mpcs university chicago offers comprehensive professionally oriented computer science education combines foundations computer science applied demand skills necessary careers technology,Illinois,Chicago,9.0,Computer Sciences,On Campus,3,Not Required,100.0,7.0,30.0,1,1,0,1,1,0,1,0,0,217,512.83
212,University of Minnesota,Financial Mathematics, Master ,12.0,27204.0,9/8/2021,master financial mathematics university minnesota prepares students enter field quantitative finance merges disciplines finance mathematics statistics economics computer data science ,Minnesota,Minneapolis,79.0,Mathematics,On Campus,3,Not Required,79.0,6.5,32.0,1,2,0,1,1,0,1,0,0,183,2267.0
215,University of Pennsylvania,Urban Spatial Analytics, M.Sc. ,12.0,53466.0,8/31/2021,urban spatial analytics program university pennsylvaniais one year graduate program teaches students use spatial analysis data science address pressing public policy city planning conundrums day ,Pennsylvania,Philadelphia,11.0,Data Science & Big Data,On Campus,3,Not Required,100.0,7.0,32.0,1,1,0,1,1,0,1,0,0,195,4455.5
216,Georgia Southern University,Computer Science, M.Sc. ,12.0,28610.0,8/19/2020,department computer sciences offers advanced study opportunities computer science master science computer science degree program concentration data knowledge systems degree concentration offered georgia one handful across country,Georgia,Statesboro,,Computer Sciences,Blended,,Not Required,75.0,6.0,30.0,0,5,0,1,1,0,1,0,0,229,2384.17
217,Penn State World Campus,Professional Studies in Data Analytics - Business Analytics Option, Master ,12.0,1046.0,8/24/2020,student professional studies data analytics business analytics optionfrom penn state world campusprogram acquire business intelligence training needed work positions business analyst analytic system designer data scientist ,Pennsylvania,University Park,,Business Intelligence & Analytics,Online,,Required,80.0,6.5,30.0,0,5,1,1,1,1,1,0,0,223,87.17
218,Oakland University,Applied Statistics, M.Sc. ,12.0,21258.0,,offering master science applied statistics degree program oakland university department seeks increase number people broad training statistical methodology suitable application industrial business governmental settings ,Michigan,Rochester Hills,1001.0,Statistics,On Campus,,Not Required,79.0,6.5,30.0,0,4,0,1,1,0,0,0,0,219,1771.5
220,University of Southern California,Spatial Economics and Data Analysis, M.Sc. ,12.0,57256.0,8/24/2020,one university southern california innovative masters programs students engage rigorous quantitative curriculum order learn apply economic theory real world problems spatial economics data analysis study lead students able synthesize data abstract theories real world action,California,Los Angeles,55.0,Economics,On Campus,3,Required,90.0,6.5,30.0,1,2,0,1,1,1,1,0,0,274,4771.33
221,University of Central Oklahoma,Business Analytics, M.Sc. ,24.0,733.0,8/19/2020,masters science business analytics provides students expertise processing business data actionableninformation ,Oklahoma,Edmond,,Business Intelligence & Analytics,On Campus,3,Required,79.0,6.5,30.0,1,5,1,1,1,1,1,0,0,111,30.54
222,North Carolina State University,Analytics, Master ,24.0,3303.0,,mind mathematics statistical programming passion working data master science analytics north carolina state university program,North Carolina,Raleigh,201.0,Business Intelligence & Analytics,On Campus,,Not Required,80.0,6.5,60.0,0,3,0,1,1,0,0,0,0,126,137.62
223,Penn State World Campus,Professional Studies in Data Analytics, Master ,12.0,1046.0,8/24/2020,professional studies data analyticsfrom penn state world campus helps professionals acquire technical expertise analyticalskills help uncover leverage large data sets efficiently make informed decisions mayincreaseproductivity profits expand organizationalofferings better definecompetitive advantage  ,Pennsylvania,University Park,,Data Science & Big Data,Online,3,Required,80.0,6.5,27.0,1,5,1,1,1,1,1,0,0,302,87.17
225,Rockhurst University,Business Intelligence and Analytics, M.Sc. ,12.0,725.0,1/13/2021,offered campus online rockhurst university aacsb accredited helzberg school management program business intelligence analytics provide skills experience need tap valuable jobs growing field data science ,Missouri,Kansas City,,Business Intelligence & Analytics,Blended,,Not Required,79.0,0.0,36.0,0,5,0,1,1,0,0,1,0,203,60.42
226,Case Western Reserve University,Biostatistics, M.Sc. ,12.0,65476.0,8/24/2020,biostatistics program case western reserve university offers multiple tracks let tailor course study resonates interests also giving well rounded skill set,Ohio,Cleveland Heights,101.0,Biomedicine,On Campus,3,Required,90.0,7.0,30.0,1,2,0,1,1,1,1,0,0,155,5456.33
227,Stevens Institute of Technology,Financial Analytics, M.Sc. ,24.0,38876.0,1/19/2021,offer master degree financial analytics stevens institute technology today technology intensive finance industry desperate analysts bring statistical programming skills banks hedge funds wealth management offices ,New Jersey,Hoboken,601.0,Finance,On Campus,,Not Required,74.0,6.0,32.0,0,4,0,1,1,0,0,1,0,213,1619.83
228,Valparaiso University,Analytics and Modeling, M.Sc. ,24.0,650.0,,analytics modeling program valparaiso universityfocuses integration knowledge methodologies mathematics statistics computer science analyze solve problems science engineering fields,Indiana,Valparaiso,,Mathematics,On Campus,3.25,Not Required,75.0,6.0,30.0,1,5,0,1,1,0,0,0,0,181,27.08
229,Massachusetts Institute of Technology (MIT),Business Analytics, Master ,12.0,26725.0,9/2/2021,months massachusettsninstitute technology mit sloan master business analytics program prepares students careers apply manage modern data science solve critical business challenges ,Massachusetts,Cambridge,1.0,Business Administration,On Campus,,Not Required,0.0,0.0,30.0,0,1,0,1,1,0,1,0,0,180,2227.08
231,University of Pittsburgh,Marketing Science and Business Analytics (STEM), M.Sc. ,24.0,24666.0,1/6/2021,develop depth understanding consumer behavior study customer insights research techniques digital marketing social media marketing advanced data analysis decision making techniques skill offer master degree marketing science business analytics stem university pittsburgh ,Pennsylvania,Pittsburgh,47.0,Marketing,On Campus,3,Not Required,100.0,7.0,34.83512544802868,1,1,0,1,1,0,0,1,0,271,1027.75
232,Northwestern University,Artificial Intelligence, M.Sc. ,15.0,37488.0,,artificial intelligence program northwestern university stemming growth artificial intelligence technology increasing demand individuals create ai systems embedded practical settings function alongside conjunction human beings,Illinois,Evanston,22.0,Computer Sciences,On Campus,,Not Required,100.0,7.0,30.0,0,1,0,1,1,0,0,0,0,226,2499.2
233,University of Miami,Business Analytics, M.Sc. ,10.0,2100.0,8/24/2020,master science business analytics program university miami intensive experience develops well trained business analysts armed skills necessary understand manage make use big data business context,Florida,Miami,201.0,Business Intelligence & Analytics,On Campus,,Required,94.0,7.0,40.0,0,3,0,1,1,1,1,0,0,195,210.0
234,Roosevelt University,Computer Science, M.Sc. ,24.0,21275.0,,rapidly changing world technology staying competitive requires constant learning master computer science roosevelt university graduates enter workforce ready thrive exciting jobs software development information technology pursue doctoral programs computer science  ,Illinois,Chicago,,Computer Sciences,On Campus,,Not Required,80.0,6.5,36.0,0,5,0,1,1,0,0,0,0,266,886.46
238,Emory University,Computer Science, M.Sc. ,12.0,42800.0,8/26/2020,computer science program emory university inaugurated beginning combined computer science mathematics masters degree students complete cs new doctoral program computer science informatics began fall,Georgia,Atlanta,71.0,Computer Sciences,On Campus,,Not Required,85.0,7.0,30.0,0,2,0,1,1,0,1,0,0,198,3566.67
239,Boston University,Applied Business Analytics, M.Sc. ,12.0,54720.0,,master science applied business analytics program boston university provides comprehensive coverage data analytics concepts techniques state art tools used process data driven business decision making,Massachusetts,Boston,51.0,Business Intelligence & Analytics,On Campus,3,Required,84.0,6.5,30.0,1,2,1,1,1,1,0,0,0,200,4560.0
240,University of Pittsburgh,Marketing Science and Business Analytics (STEM), M.Sc. ,24.0,24666.0,1/6/2021,develop depth understanding consumer behavior study customer insights research techniques digital marketing social media marketing advanced data analysis decision making techniques skill offer master degree marketing science business analytics stem university pittsburgh ,Pennsylvania,Pittsburgh,47.0,Marketing,On Campus,,Not Required,100.0,7.0,34.83512544802868,0,1,0,1,1,0,0,1,0,271,1027.75
241,Northwestern University,Artificial Intelligence, M.Sc. ,15.0,37488.0,,artificial intelligence program northwestern university stemming growth artificial intelligence technology increasing demand individuals create ai systems embedded practical settings function alongside conjunction human beings,Illinois,Evanston,22.0,Computer Sciences,On Campus,,Not Required,100.0,7.0,30.0,0,1,0,1,1,0,0,0,0,226,2499.2
242,University of Miami,Business Analytics, M.Sc. ,10.0,2100.0,8/24/2020,master science business analytics program university miami intensive experience develops well trained business analysts armed skills necessary understand manage make use big data business context,Florida,Miami,201.0,Business Intelligence & Analytics,On Campus,,Required,94.0,7.0,40.0,0,3,0,1,1,1,1,0,0,195,210.0
243,Roosevelt University,Computer Science, M.Sc. ,24.0,21275.0,,rapidly changing world technology staying competitive requires constant learning master computer science roosevelt university graduates enter workforce ready thrive exciting jobs software development information technology pursue doctoral programs computer science  ,Illinois,Chicago,,Computer Sciences,On Campus,,Not Required,80.0,6.5,45.0,0,5,0,1,1,0,0,0,0,266,886.46
247,Emory University,Computer Science, M.Sc. ,12.0,42800.0,8/26/2020,computer science program emory university inaugurated beginning combined computer science mathematics masters degree students complete cs new doctoral program computer science informatics began fall,Georgia,Atlanta,71.0,Computer Sciences,On Campus,,Not Required,85.0,7.0,34.83512544802868,0,2,0,1,1,0,1,0,0,198,3566.67
248,Boston University,Applied Business Analytics, M.Sc. ,12.0,54720.0,,master science applied business analytics program boston university provides comprehensive coverage data analytics concepts techniques state art tools used process data driven business decision making,Massachusetts,Boston,51.0,Business Intelligence & Analytics,On Campus,3,Required,84.0,6.5,30.0,1,2,1,1,1,1,0,0,0,200,4560.0
249,University of Minnesota,Business Analytics, M.Sc. ,12.0,65250.0,,master business analytics msba program university minnesota teaches students extract insights creative data analysis apply results real business settings,Minnesota,Minneapolis,79.0,Business Intelligence & Analytics,On Campus,,Required,104.0,7.0,46.0,0,2,1,1,1,1,0,0,0,153,5437.5
251,University of Miami,Computer Science, M.Sc. ,12.0,2100.0,,master science program computer science university miami overseen computer science graduate committee csgc basic guidelines approval students program recommendations appearing communications association computing machinery acm professional society computer science,Florida,Miami,201.0,Computer Sciences,On Campus,,Required,92.0,6.5,36.0,0,3,0,1,1,1,0,0,0,264,175.0
